DOI	Organism	Tissue	Technique	Data location	itemLabel	normalized_doi	item
10.1016/J.CELL.2018.09.009	Mouse	Lung	MARS-seq	GSE119228	Lung Single-Cell Signaling Interaction Map Reveals Basophil Role in Macrophage Imprinting	10.1016/J.CELL.2018.09.009	Q57489977
10.1038/S41422-018-0099-2	Human	Testis	Chromium	GSE120508	The adult human testis transcriptional cell atlas	10.1038/S41422-018-0099-2	Q57470603
10.1038/S41467-018-06318-7	Human	Liver	Chromium	GSE115469	Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations	10.1038/S41467-018-06318-7	Q57804774
10.1016/J.IMMUNI.2018.09.020	Mouse		Chromium		The Lineage-Defining Transcription Factors SOX2 and NKX2-1 Determine Lung Cancer Cell Fate and Shape the Tumor Immune Microenvironment	10.1016/J.IMMUNI.2018.09.020	Q57457564
10.1016/J.CELREP.2018.09.059	Mouse		STRT-seq (C1)		Single-Cell Transcriptomics of Traced Epidermal and Hair Follicle Stem Cells Reveals Rapid Adaptations during Wound Healing	10.1016/J.CELREP.2018.09.059	Q57456382
10.1016/J.CELL.2018.09.030	Mouse		Chromium		High-Dimensional Analysis Delineates Myeloid and Lymphoid Compartment Remodeling during Successful Immune-Checkpoint Cancer Therapy	10.1016/J.CELL.2018.09.030	Q57814130
10.1038/S41467-018-06639-7	Human	Heart	Smart-seq2	GSE95140	Cardiomyocyte gene programs encoding morphological and functional signatures in cardiac hypertrophy and failure	10.1038/S41467-018-06639-7	Q58097639
10.1038/S41592-018-0175-Z	Mouse	Brain	osmFISH		Spatial organization of the somatosensory cortex revealed by osmFISH	10.1038/S41592-018-0175-Z	Q58083896
10.1101/448837	Mouse		Chromium				
10.1101/449439	Human	Brain	Chromium				
10.1371/JOURNAL.PONE.0205883	Rat	Brain	Chromium	GSE115723	Single-cell RNA sequencing of the mammalian pineal gland identifies two pinealocyte subtypes and cell type-specific daily patterns of gene expression	10.1371/JOURNAL.PONE.0205883	Q57805346
10.1038/S41586-018-0657-2	Human, Rhesus, Rat, Mouse, Rabbit, Pig	Skin	Chromium & Smart-seq2	E-MTAB-7052	Gene expression variability across cells and species shapes innate immunity	10.1038/S41586-018-0657-2	Q59071038
10.1016/J.CELREP.2018.09.006	Human	Skin	Chromium	EGAS00001002927	Transcriptional Programming of Normal and Inflamed Human Epidermis at Single-Cell Resolution	10.1016/J.CELREP.2018.09.006	Q57796339
10.1038/S41422-018-0103-X	Human	Liver	Chromium	GSE116113	Expansion and differentiation of human hepatocyte-derived liver progenitor-like cells and their use for the study of hepatotropic pathogens	10.1038/S41422-018-0103-X	Q58553914
10.1038/S41590-018-0230-Z	Human	Blood	Chromium	GSE119373	Human retinoic acid–regulated CD161+ regulatory T cells support wound repair in intestinal mucosa	10.1038/S41590-018-0230-Z	Q59759645
10.1038/S41586-018-0654-5	Mouse	Brain	SMARTer	GSE115746	Shared and distinct transcriptomic cell types across neocortical areas	10.1038/S41586-018-0654-5	Q58084076
10.1038/S41467-018-06891-X	Mouse	Muscle	Smart-seq2	GSE117963	Disease-relevant transcriptional signatures identified in individual smooth muscle cells from healthy mouse vessels	10.1038/S41467-018-06891-X	Q58569656
10.1016/J.YDBIO.2018.09.023	Ciona	Brain	Chromium	GSE121807	Single-cell transcriptome profiling of the Ciona larval brain	10.1016/J.YDBIO.2018.09.023	Q58600576
10.1038/S41591-018-0236-Y	Mouse	Spinal cord		GSE113973	Disease-specific oligodendrocyte lineage cells arise in multiple sclerosis	10.1038/S41591-018-0236-Y	Q64461673
10.3389/FIMMU.2018.02523	Mouse	Spleen	Drop-seq	E-MTAB-6945	Single-Cell Analysis Identifies Thymic Maturation Delay in Growth-Restricted Neonatal Mice	10.3389/FIMMU.2018.02523	Q59132940
10.1016/J.CELL.2018.10.008	Mouse	Intestine	Chromium & Smart-seq2 & Div-seq	GSE106510	T Helper Cell Cytokines Modulate Intestinal Stem Cell Renewal and Differentiation	10.1016/J.CELL.2018.10.008	Q58605173
10.1016/J.CELL.2018.09.006	Human		Chromium & Smart-seq2	GSE115978	A Cancer Cell Program Promotes T Cell Exclusion and Resistance to Checkpoint Blockade	10.1016/J.CELL.2018.09.006	Q58547071
10.1016/J.CELL.2018.10.038	Human		Smart-seq2	GSE120575	Defining T Cell States Associated with Response to Checkpoint Immunotherapy in Melanoma	10.1016/J.CELL.2018.10.038	Q58547062
10.1126/SCIENCE.AAU5324	Mouse	Brain	Chromium & MERFISH		Molecular, spatial and functional single-cell profiling of the hypothalamic preoptic region	10.1126/SCIENCE.AAU5324	Q58577965
10.1053/J.GASTRO.2018.10.046	Human	Blood, Colon	Smart-seq2	EGAD00010001649	Single-cell RNA Sequencing of Blood and Ileal T cells From Patients With Crohn's Disease Reveals Tissue-specific Characteristics and Drug Targets	10.1053/J.GASTRO.2018.10.046	Q58553413
10.1016/J.CELREP.2018.10.047	Mouse	Tumor	Chromium		Analysis of Single-Cell RNA-Seq Identifies Cell-Cell Communication Associated with Tumor Characteristics	10.1016/J.CELREP.2018.10.047	Q58606035
10.1016/J.CELREP.2018.10.026	Human, Mouse	Testis	Chromium & SMARTer (C1)	GSE109037	The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids	10.1016/J.CELREP.2018.10.026	Q58605990
10.1074/JBC.RA118.004111	Mouse		SMARTer (C1)		Single-cell RNA-Seq analysis identifies a noncoding RNA that post-transcriptionally up-regulates IL-4 production in T helper cells	10.1074/JBC.RA118.004111	Q58596581
10.1038/S41586-018-0698-6	Human	Blood, Decidua	Chromium & Smart-seq2	E-MTAB-6701	Single-cell reconstruction of the early maternal–fetal interface in humans	10.1038/S41586-018-0698-6	Q59068540
10.1242/DEV.167833	Marmoset	Embryo	Smart-seq2	E-MTAB-7078	Single cell transcriptome analysis of human, marmoset and mouse embryos reveals common and divergent features of preimplantation development	10.1242/DEV.167833	Q58563392
10.1101/467225	Mouse	Tumor	Chromium & Smart-seq2	E-MTAB-7427			
10.1016/J.CELS.2018.10.008	Human	Culture	Chromium	GSE107185	Mapping Cellular Reprogramming via Pooled Overexpression Screens with Paired Fitness and Single-Cell RNA-Sequencing Readout	10.1016/J.CELS.2018.10.008	Q93191792
10.1038/S41598-018-35218-5	Zebrafish		Smart-seq2	GSE109881	Machine learning based classification of cells into chronological stages using single-cell transcriptomics	10.1038/S41598-018-35218-5	Q59334952
10.1038/S41467-018-07142-9	Mouse	Skin	Chromium	GSE112671	Hedgehog stimulates hair follicle neogenesis by creating inductive dermis during murine skin wound healing	10.1038/S41467-018-07142-9	Q59336232
10.1016/J.STEM.2018.10.010	Human	Organoid	Chromium & Drop-seq	GSE118184	Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics	10.1016/J.STEM.2018.10.010	Q93200243
10.1038/S41467-018-07261-3	Human	Tumor	SMARTer (C1)	GSE117872 	Longitudinal single-cell RNA sequencing of patient-derived primary cells reveals drug-induced infidelity in stem cell hierarchy	10.1038/S41467-018-07261-3	Q59329604
10.1126/SCIIMMUNOL.AAU5265	Zebrafish	Kidney, Gut	Chromium & Smart-seq2	E-MTAB-7117	Single-cell transcriptional analysis reveals ILC-like cells in zebrafish	10.1126/SCIIMMUNOL.AAU5265	Q93183027
10.1016/J.CELREP.2018.10.093	Human	Culture	SMARTer (C1)	GSE107864	Single-Cell Transcriptome Analysis Reveals Estrogen Signaling Coordinately Augments One-Carbon, Polyamine, and Purine Synthesis in Breast Cancer	10.1016/J.CELREP.2018.10.093	Q93274053
10.1038/S41467-018-07540-Z	Drosophila	Eye disc	Drop-seq	GSE115476	Single cell RNA-sequencing identifies a metabolic aspect of apoptosis in Rbf mutant	10.1038/S41467-018-07540-Z	Q59326833
10.1016/J.IMMUNI.2018.11.004	Mouse	Brain	Chromium	GSE121654	Single-Cell RNA Sequencing of Microglia throughout the Mouse Lifespan and in the Injured Brain Reveals Complex Cell-State Changes	10.1016/J.IMMUNI.2018.11.004	Q61248543
10.1016/J.MOLCEL.2018.10.020	Human	Culture	InDrops & Drop-seq & Chromium	GSE111912	Comparative Analysis of Droplet-Based Ultra-High-Throughput Single-Cell RNA-Seq Systems	10.1016/J.MOLCEL.2018.10.020	Q93344742
10.1016/J.CCELL.2018.10.014	Human	Breast	InDrops	GSE104987	KDM5 Histone Demethylase Activity Links Cellular Transcriptomic Heterogeneity to Therapeutic Resistance.	10.1016/J.CCELL.2018.10.014	Q59288063
10.1016/J.STEM.2018.10.015	Mouse	Mouth	Chromium	GSE120654	Quantitative Clonal Analysis and Single-Cell Transcriptomics Reveal Division Kinetics, Hierarchy, and Fate of Oral Epithelial Progenitor Cells	10.1016/J.STEM.2018.10.015	Q93344374
10.1038/S41467-018-07492-4	Mouse	Spleen	Chromium	GSE111026	Single-cell RNA sequencing unveils an IL-10-producing helper subset that sustains humoral immunity during persistent infection	10.1038/S41467-018-07492-4	Q59806190
10.1016/J.CELREP.2018.11.003	Mouse	Brain	Drop-seq	GSE111527	Single-Cell Transcriptomics Characterizes Cell Types in the Subventricular Zone and Uncovers Molecular Defects Impairing Adult Neurogenesis	10.1016/J.CELREP.2018.11.003	Q93372296
10.1038/S41467-018-07582-3	Mouse	Tumor	Smart-seq2	GSE111229	Spatially and functionally distinct subclasses of breast cancer-associated fibroblasts revealed by single cell RNA sequencing	10.1038/S41467-018-07582-3	Q59794209
10.1038/S41467-018-07604-0	Axolotl	Leg	InDrops	GSE121737	Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution	10.1038/S41467-018-07604-0	Q59794171
10.1016/J.STEM.2018.10.023	Human	Culture	Smart-seq2	E-MTAB-7303	Single-Cell Sequencing of iPSC-Dopamine Neurons Reconstructs Disease Progression and Identifies HDAC4 as a Regulator of Parkinson Cell Phenotypes	10.1016/J.STEM.2018.10.023	Q60921456
10.1681/ASN.2018090912	Mouse	Kidney	sNuc-Drop-seq & DroNc-seq & Chromium & Drop-seq	GSE119531	Advantages of Single-Nucleus over Single-Cell RNA Sequencing of Adult Kidney: Rare Cell Types and Novel Cell States Revealed in Fibrosis	10.1681/ASN.2018090912	Q90227270
10.1038/S41586-018-0744-4	Mouse	Culture	Drop-seq & Chromium	GSE99915	Single-cell mapping of lineage and identity in direct reprogramming	10.1038/S41586-018-0744-4	Q90288393
10.1016/J.CELREP.2018.11.032	Human	Culture	SMARTer (C1)		Cooperative Transcription Factor Induction Mediates Hemogenic Reprogramming.	10.1016/J.CELREP.2018.11.032	Q64934748
10.1016/J.CELREP.2018.11.034	Mouse	Brain	Chromium	GSE121891	Single-Cell RNA-Seq of Mouse Olfactory Bulb Reveals Cellular Heterogeneity and Activity-Dependent Molecular Census of Adult-Born Neurons	10.1016/J.CELREP.2018.11.034	Q60918255
10.1172/JCI.INSIGHT.124928	Human	Bone marrow	Chromium	GSE120221	Human bone marrow assessment by single-cell RNA sequencing, mass cytometry, and flow cytometry	10.1172/JCI.INSIGHT.124928	Q60912837
10.1038/S41592-018-0259-9	Human, Mouse	Culture	DART-seq & Drop-seq	GSE113675	Simultaneous multiplexed amplicon sequencing and transcriptome profiling in single cells	10.1038/S41592-018-0259-9	Q90596807
10.1016/J.STEMCR.2018.11.008	Human, Mouse	Pancreas, Culture	Chromium	GSE120522	Single-Cell Transcriptome Profiling of Mouse and hESC-Derived Pancreatic Progenitors	10.1016/J.STEMCR.2018.11.008	Q60303918
10.1002/STEM.2963	Human	Organoid	SMARTer (C1HT)	GSE112507	Deconstructing Retinal Organoids: Single Cell RNA-Seq Reveals the Cellular Components of Human Pluripotent Stem Cell-Derived Retina	10.1002/STEM.2963	Q64258725
10.1126/SCIENCE.AAU2599	Human	Blood	Smart-seq2	PRJNA472098	High-affinity allergen-specific human antibodies cloned from single IgE B cell transcriptomes	10.1126/SCIENCE.AAU2599	Q60128972
10.1136/ANNRHEUMDIS-2018-213764	Human	Blood	Chromium		NFIL3 mutations alter immune homeostasis and sensitise for arthritis pathology	10.1136/ANNRHEUMDIS-2018-213764	Q90523017
10.1164/RCCM.201712-2410OC	Human	Lung	Chromium	GSE122960	Single-Cell Transcriptomic Analysis of Human Lung Provides Insights into the Pathobiology of Pulmonary Fibrosis	10.1164/RCCM.201712-2410OC	Q90565414
10.1038/S41467-018-07581-4	Human, Mouse	Blood, Spleen, Small intestine	Chromium & Smart-seq2	GSE121393	Molecular and functional heterogeneity of IL-10-producing CD4 T cells	10.1038/S41467-018-07581-4	Q60300379
10.1016/J.CELREP.2018.11.086	Human	Prostate	Chromium	GSE120716	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra.	10.1016/J.CELREP.2018.11.086	Q64888669
10.1186/S13059-018-1603-1	Human, Mouse	Blood, Culture	CITE-seq		Cell Hashing with barcoded antibodies enables multiplexing and doublet detection for single cell genomics	10.1186/S13059-018-1603-1	Q60043958
10.1038/S41586-018-0806-7	Mouse		Chromium		Metabolic heterogeneity underlies reciprocal fates of TH17 cell stemness and plasticity.	10.1038/S41586-018-0806-7	Q64981158
10.1016/J.STEM.2018.11.015	Mouse	Culture	Smart-seq2	E-MTAB-6925	Identification of Embryonic Neural Plate Border Stem Cells and Their Generation by Direct Reprogramming from Adult Human Blood Cells	10.1016/J.STEM.2018.11.015	Q63406927
10.1038/S41586-018-0836-1	Human, Mouse	Culture	Smart-seq2	E-MTAB-7098	Genomic encoding of transcriptional burst kinetics	10.1038/S41586-018-0836-1	Q64008489
 10.1016/J.CELL.2018.11.043	Human	Blood, Tumor	MARS-seq2.0	GSE123139			
10.1016/J.DEVCEL.2018.11.032	Mouse	Skin	Chromium	GSE122043	Single-Cell Analysis Reveals a Hair Follicle Dermal Niche Molecular Differentiation Trajectory that Begins Prior to Morphogenesis	10.1016/J.DEVCEL.2018.11.032	Q90814593
10.1016/J.DEVCEL.2018.11.034	Mouse	Skin	SORT-seq	GSE122026	Dermal Condensate Niche Fate Specification Occurs Prior to Formation and Is Placode Progenitor Dependent	10.1016/J.DEVCEL.2018.11.034	Q64119063
10.1182/BLOOD-2018-08-862292	Human	Blood			Single-cell RNA-Seq of follicular lymphoma reveals malignant B-cell types and coexpression of T-cell immune checkpoints	10.1182/BLOOD-2018-08-862292	Q90784634
10.1093/JMCB/MJY089	Mouse	Cerebellum	Chromium	GSE122357 	Single-cell transcriptomes reveal molecular specializations of neuronal cell types in the developing cerebellum	10.1093/JMCB/MJY089	Q91252308
10.1038/S41408-018-0160-X	Human		SMARTer (C1)	GSE118900	Molecular signatures of multiple myeloma progression through single cell RNA-Seq	10.1038/S41408-018-0160-X	Q60921242
10.1016/J.CELL.2018.11.029	Human	Culture	CROP-seq	GSE120861	A Genome-wide Framework for Mapping Gene Regulation via Cellular Genetic Screens	10.1016/J.CELL.2018.11.029	Q90908144
10.1038/S41590-018-0276-Y	Mouse	Lung	Drop-seq	GSE111664	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	10.1038/S41590-018-0276-Y	Q91045816
10.1038/S41467-018-08079-9	Mouse	Brain	Drop-seq	GSE123335	Single-cell transcriptomic analysis of mouse neocortical development	10.1038/S41467-018-08079-9	Q60911950
10.1016/J.DEVCEL.2018.11.048	Mouse	Pancreas	InDrops	GSE118122	Neurog3-Independent Methylation Is the Earliest Detectable Mark Distinguishing Pancreatic Progenitor Identity	10.1016/J.DEVCEL.2018.11.048	Q90943908
10.1016/J.CELREP.2018.12.044	Mouse	Brain	SCRB-seq (microwell)	GSE109447	Single-Cell Analysis of Regional Differences in Adult V-SVZ Neural Stem Cell Lineages	10.1016/J.CELREP.2018.12.044	Q61800595
10.1016/J.IMMUNI.2018.12.019	Mouse		GemCode		The Emergence and Functional Fitness of Memory CD4+ T Cells Require the Transcription Factor Thpok	10.1016/J.IMMUNI.2018.12.019	Q91027439
10.3389/FIMMU.2018.02902	Human	Tonsil	Smart-seq2	E-MTAB-7381	Maturing Human CD127+ CCR7+ PDL1+ Dendritic Cells Express AIRE in the Absence of Tissue Restricted Antigens	10.3389/FIMMU.2018.02902	Q61448759
10.1038/S41590-018-0294-9	Human		Chromium	GSE122846	Memory CD4 T cells are generated in the human fetal intestine	10.1038/S41590-018-0294-9	Q64118131
10.1038/S41385-018-0126-0	Human	Colon	Smart-seq2	GSE140123	Two distinct colonic CD14+ subsets characterized by single-cell RNA profiling in Crohn's disease	10.1038/S41385-018-0126-0	Q91168567
10.1038/S41586-019-0903-2	Human	Brain	Chromium	GSE118257	Altered human oligodendrocyte heterogeneity in multiple sclerosis	10.1038/S41586-019-0903-2	Q91479798
10.1016/J.CELREP.2018.12.099	Human	Culture	Smart-seq2	E-MTAB-6819	Transcriptional Heterogeneity in Naive and Primed Human Pluripotent Stem Cells at Single-Cell Resolution	10.1016/J.CELREP.2018.12.099	Q61445372
10.1126/SCIENCE.AAT7554	Mouse		mCEL-seq2	GSE118948	Single-cell profiling identifies myeloid cell subsets with distinct fates during neuroinflammation	10.1126/SCIENCE.AAT7554	Q91210236
10.1016/J.CELL.2019.01.004	Macaque	Eye	Chromium	GSE118480	Molecular Classification and Comparative Taxonomics of Foveal and Peripheral Cells in Primate Retina	10.1016/J.CELL.2019.01.004	Q91321664
10.1101/538553	Human, Mouse	Culture, Brain	scCC				
10.1038/S41467-019-08453-1	Mouse	Brain	Smart-seq2	GSE116138	Single-cell RNA sequencing reveals midbrain dopamine neuron diversity emerging during mouse brain development	10.1038/S41467-019-08453-1	Q61800365
10.1038/S41564-018-0330-4	Yeast	Whole organism	SCRB-seq	E-MTAB-6825	Single-cell imaging and RNA sequencing reveal patterns of gene expression heterogeneity during fission yeast growth and adaptation	10.1038/S41564-018-0330-4	Q91341304
10.1038/S41564-018-0346-9	Saccharomyces cerevisiae	Whole organism	yscRNA-seq	GSE122392	Sensitive high-throughput single-cell RNA-seq reveals within-clonal transcript correlations in yeast populations	10.1038/S41564-018-0346-9	Q91341336
10.1016/J.IMMUNI.2019.01.001	Human, Mouse		Chromium & Smart-seq2	E-MTAB-6072	Single-Cell Transcriptomics of Regulatory T Cells Reveals Trajectories of Tissue Adaptation	10.1016/J.IMMUNI.2019.01.001	Q64262168
10.1172/JCI.INSIGHT.98601	Mouse		Chromium	GSE122730	Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice	10.1172/JCI.INSIGHT.98601	Q64262054
10.7554/ELIFE.42388	Mouse	Brain	Chromium	GSE120372	Specification of diverse cell types during early neurogenesis of the mouse cerebellum	10.7554/ELIFE.42388	Q64261872
10.1038/S41467-018-08247-X	Mouse	Skin	Chromium	GSE113854	Single-cell analysis reveals fibroblast heterogeneity and myeloid-derived adipocyte progenitors in murine skin wounds	10.1038/S41467-018-08247-X	Q61797532
10.1016/J.MOLCEL.2019.01.009	Human	Culture	TARGET-seq	GSE105454	Unravelling Intratumoral Heterogeneity through High-Sensitivity Single-Cell Mutational Analysis and Parallel RNA Sequencing	10.1016/J.MOLCEL.2019.01.009	Q64008542
10.1016/J.CELREP.2019.01.079	Human	Heart	STRT-seq	GSE106118	Single-Cell Transcriptome Analysis Maps the Developmental Track of the Human Heart	10.1016/J.CELREP.2019.01.079	Q91548229
10.1016/J.MOLCEL.2019.01.042	Mouse	Culture	Chromium & SMARTer (C1)	GSE103221	Resolving Cell Fate Decisions during Somatic Cell Reprogramming by Single-Cell RNA-Seq	10.1016/J.MOLCEL.2019.01.042	Q91647434
10.1084/JEM.20181444	Mouse		Chromium	GSE118292	The transcription factor Duxbl mediates elimination of pre-T cells that fail β-selection	10.1084/JEM.20181444	Q91594487
